user_id,item_id,recommend,sentiment_analysis,year
76561198074935997,570,True,1.0,2014
76561197961778802,72850,True,2.0,2015
lucasrash,,,,
76561198016602703,113400,True,2.0,2014
thisissohardtomakeoneup,,,,
76561198087010391,200510,True,2.0,2015
66666669999999,,,,
76561198061174192,383080,True,2.0,2015
ReMiXOfficalSteam,200210,True,2.0,0
Wilfire77,1250,True,2.0,2014
76561198084390807,304050,True,2.0,0
Mastic,265610,True,2.0,2015
76561198028286104,264200,True,1.0,2014
tarjla,417860,True,2.0,2015
deathnz1,333600,True,2.0,2015
readingthis4noobs,213670,True,2.0,2014
76561198104393251,91310,True,2.0,2013
76561198075322986,437220,False,0.0,0
redsncrimson,210770,True,2.0,2013
76561198151910904,351640,True,2.0,2015
H1DD3NT3RR0R,202530,False,2.0,0
76561198071214618,105600,True,2.0,2012
76561198115115631,,,,
76561198071175142,47870,True,2.0,2013
t8s,,,,
pikawuu2,410,True,2.0,2012
Sammeh00,,,,
Michaelele,253710,False,2.0,2014
76561198045754869,339280,True,2.0,2015
76561198076098774,271290,True,2.0,2014
76561198103253374,203290,True,2.0,2015
76561198048417105,,,,
76561198090842891,233150,True,1.0,2014
76561198055767971,550,True,0.0,2013
76561197998052647,,,,
adohya343,,,,
76561198145436942,,,,
jjas01,346330,False,1.0,0
3xotic26,224260,True,2.0,2015
iamthetrashlord,317360,True,2.0,2014
3dster,295550,True,2.0,2014
76561198079990063,250180,True,2.0,2014
Forty-Nine,227940,True,0.0,2014
76561198051017916,17520,True,1.0,2014
L4M1NAS,113420,True,2.0,2014
76561198096766604,320760,True,0.0,2015
76561197995322437,8850,True,2.0,2015
imsojipper,233720,True,2.0,2014
76561198084542731,,,,
76561198103671881,,,,
mrpfresh,219740,True,2.0,2015
GamerFag,220240,True,2.0,2014
EHS-R3AP3R,,,,
chidori_647,,,,
76561198092227136,,,,
hellcat59,333950,True,2.0,2015
76561198007584361,388520,True,2.0,2015
tbimperator,107410,True,2.0,2014
Allahu_Akbar666,206210,True,2.0,2014
ulramite,,,,
-GM-Dragon,299740,False,0.0,0
76561198054040292,,,,
76561198078799606,,,,
I_DID_911_JUST_SAYING,209870,True,2.0,2014
750805,322170,True,2.0,0
diabeticfuck,,,,
76561198054465623,,,,
aaropro,,,,
abiam,362890,True,2.0,2015
FrankoWalker,413850,True,1.0,2015
LightfootSword7,,,,
SALTTHEW0UND,346110,True,2.0,0
express157,,,,
76561198074644990,311560,True,2.0,2015
76561198064304806,322170,True,2.0,2015
TomoeMamiewe,48240,False,0.0,2014
76561198057086148,,,,
Acidius99,248570,True,0.0,2014
acorn13,264140,True,2.0,2014
adamcookie,,,,
AddzyTheBaddzy,266430,True,2.0,2015
mrfunkyjunkie,316010,True,2.0,2015
mradobe7,249570,True,2.0,2014
76561198167207237,,,,
cancerkek,240,True,1.0,2014
76561198073508075,,,,
76561198074323290,440,True,0.0,2014
76561198090899557,,,,
advenger95,333930,True,0.0,0
EndAtHallow,365590,True,2.0,0
76561198063624801,264200,True,2.0,2015
aeryal,,,,
76561198070263209,298050,False,2.0,0
76561198015968275,,,,
Agiegamma,440,True,2.0,0
76561198082614708,301520,True,2.0,2014
Agronoth,243870,True,2.0,2014
UnholyFallenAngel,218230,False,2.0,2014
76561198068565589,291550,False,0.0,0
SlutOnTheSpit,251570,True,2.0,2015
WestyGaming,,,,
NaruseAiria,,,,
76561198067713802,218230,True,0.0,2015
76561198187212131,,,,
76561198044678148,222880,True,2.0,2015
Alex680,,,,
alansiulun,,,,
Albolah,,,,
76561198003056556,4000,True,1.0,2015
maxpaynepillkiller,206420,True,2.0,2014
AlexNoClutch,224260,True,2.0,2014
Alexwai04,,,,
76561198095481910,346110,True,2.0,2015
76561198164545985,380770,False,2.0,2015
AlkalineDeath,454890,True,0.0,0
76561198075935236,227680,False,2.0,2015
mintifreshbadger,570,False,1.0,0
AlpacaRevolution,233250,True,1.0,2015
AlphaBryn444,273350,True,2.0,0
76561198071952798,,,,
76561198009001563,440,False,0.0,0
76561198016753953,,,,
smegmyfoodle,570,True,1.0,0
76561198057869849,,,,
76561198058836921,370480,True,2.0,2015
lol_ursuchanoob,313740,True,2.0,2015
AMV72,1840,True,2.0,2014
76561198069170979,,,,
76561198085956238,266210,True,2.0,2015
76561198132540690,369200,True,2.0,0
711armageddoncarmageddon,252490,False,0.0,0
76561198034868596,,,,
Andraison,292030,True,0.0,0
76561198055790408,287700,True,1.0,2015
76561198069560699,730,False,1.0,0
76561198099625419,310950,True,1.0,0
76561198084032274,377160,True,1.0,2015
Angrovar,221380,True,1.0,2015
AngryAinsley,333950,True,1.0,2015
uradumbtit,222420,False,1.0,2015
76561198037038784,271590,True,1.0,2015
IKillNoobsFirst,298110,True,1.0,2015
76561198037888300,222440,True,1.0,2015
1234865654,259530,True,1.0,0
76561198040925596,219640,False,1.0,0
76561198084123358,269210,False,1.0,0
Apachehavoc,317470,False,0.0,2014
ApexNZ,47410,True,2.0,2014
76561198039441595,,,,
76561198036687918,365450,True,1.0,0
benjamin27,245620,True,2.0,2015
AppoGetsSuperAdmin,70,True,2.0,2015
76561198071475367,359550,False,0.0,0
76561198049916759,274980,True,2.0,2014
76561198065064829,202090,True,2.0,2014
XABLAUziitu,,,,
76561198012909706,314130,False,0.0,2015
dragonchief,,,,
76561198040530605,212680,True,2.0,2013
76561197974500703,200210,True,2.0,2013
76561198047185525,440,True,2.0,2011
sweep6060,440,False,2.0,0
bilyitu,,,,
76561198021244661,211820,True,1.0,0
76561198088538797,10180,True,2.0,0
deployablearchnagel,252490,True,1.0,0
rotflmaoman,,,,
armouredmarshmallow,251970,True,2.0,2015
76561198020928326,359550,True,2.0,0
Array71,107410,True,2.0,0
76561198039874575,218230,False,1.0,0
arronlim13,437701,False,2.0,0
ARTHERDUNGER10,304930,True,1.0,2014
Mackus1011,400,True,2.0,2015
76561198041877981,620,True,2.0,2015
ARZARNAR,238460,True,2.0,2015
darkmassieh,6060,True,2.0,2015
asianturtlefrenzy,,,,
blowjobsfurdayzandgayz,,,,
76561198082992295,265610,True,2.0,2014
LaLocaDeLosDulces,31280,True,2.0,2013
76561198064352761,4000,True,2.0,2013
assassin_warman,240,True,2.0,2013
Astrelt,,,,
76561198091740831,252490,True,1.0,2015
AtomicWoodchuck,8930,True,2.0,2013
omgihaveawebpage,,,,
Swish0009,237310,True,0.0,2015
Aurora99,224260,True,0.0,2014
76561198053071988,230410,True,2.0,2015
76561198083375450,,,,
scroopy22,,,,
76561198078730600,219640,False,0.0,0
auzmoz,,,,
auzzie_96,8930,True,2.0,2014
fatrangacuntnolifevirgin,,,,
76561198064150679,,,,
76561198110293299,107410,True,2.0,2015
de_triggered,231430,True,2.0,2014
76561198071748311,,,,
Azrafael,225540,True,2.0,0
-Azsael-,,,,
76561198076301023,333930,False,2.0,2015
hoarbiscuit,230410,False,2.0,2015
bohgeraltofrivia,271590,True,2.0,2015
TeH-B-Rad,218620,True,0.0,2014
BAW_Killer,219740,True,0.0,2013
gamerdude7892,7940,True,2.0,2013
2ez4medick,234190,True,2.0,2014
BBBirb,10180,True,2.0,2013
AgentXiri,33900,True,2.0,2013
76561197998761331,261030,True,2.0,2015
76561198064579722,243470,True,2.0,2014
76561198096750939,302830,False,0.0,2015
potatoskins,570,False,0.0,2014
crispymemesmantheyremyfavourite,218620,False,2.0,0
76561198074409406,4700,True,0.0,0
H-Alo,212680,True,0.0,2013
420Blz,304930,False,0.0,2015
76561198076548816,730,False,0.0,0
chillrend,304050,True,2.0,2015
BarretaJrs,203750,True,2.0,2014
Gborges,227940,False,2.0,2015
lukeyturley,355180,False,0.0,2015
PolygonCloud,730,True,0.0,0
76561198095142204,,,,
BOB_200,236390,True,2.0,2014
76561198070735033,221100,False,2.0,0
76561198018560501,365590,False,2.0,0
76561198069458790,299740,True,2.0,0
76561198051148175,346110,False,2.0,0
76561198047208452,275850,False,2.0,0
generalale,400800,False,2.0,0
brendoboy,252490,False,2.0,0
76561198071234254,437220,False,2.0,0
76561198165870150,,,,
76561197988934555,,,,
Infixation,301520,False,0.0,0
76561198071162228,433340,True,2.0,0
76561198047304525,,,,
76561197994969639,4000,True,2.0,2015
JuanManSnipez,302830,False,1.0,2015
Ben_Andy,220200,True,2.0,2014
Bennysaputra,242760,True,2.0,2014
76561198067021476,352460,True,2.0,2015
76561198190487725,322920,True,2.0,2015
76561198045071942,234792,True,1.0,2015
Bhappiikhat,252490,True,2.0,2014
Ahahahahahahahahahahahahahahaha,304050,False,0.0,2015
BITCHPLESE,297130,True,2.0,0
Too_1337,397570,True,0.0,0
kinglemon1222,550,True,2.0,2014
76561198030636321,,,,
76561198007342405,278360,False,2.0,0
IJustWantedToTalk,,,,
76561198081885254,242760,True,2.0,0
76561198034643189,,,,
LlamasInNigjamas,441790,True,2.0,0
mavros88,265750,True,2.0,2015
76561198035363871,,,,
Hummingsenpai,,,,
CHAAANG,,,,
76561198056980314,105600,True,2.0,2013
76561198077586769,251570,True,2.0,0
bitmat,,,,
76561198028483487,233110,False,0.0,0
Ghoster09,322910,False,2.0,0
76561198081496844,276340,True,2.0,2014
180577,227940,True,2.0,0
Barridos,304930,True,2.0,2015
Blackhawk611,,,,
76561197988863895,448530,True,2.0,0
76561198042728201,304410,True,2.0,0
hbk1462,620,True,2.0,0
76561198088724903,274920,True,2.0,2014
76561198057521157,,,,
76561198053766465,219890,True,2.0,0
76561198057389499,49520,True,2.0,2013
FHK,223510,True,2.0,2013
76561198030735076,,,,
Bluegills,,,,
76561197970931849,240,True,2.0,2014
rrbr,105600,True,2.0,2014
13lazer,,,,
76561198044344399,,,,
76561197999613236,440,False,2.0,2015
RespekPlox,,,,
76561198062288797,268750,True,2.0,2015
bobseagull,,,,
bokkkbokkk,570,True,1.0,2015
bokkkbokkk,,,,
Bonesdontrattlethem,360870,True,2.0,2015
76561198062403736,,,,
76561198073642113,230410,True,2.0,0
76561198211433640,12900,True,2.0,2013
ilyjoepoe,,,,
Mantrouminati,6060,True,2.0,2014
hididdlyhoe,,,,
76561198027225504,,,,
dicksoutforboromir,,,,
probotsteve,335670,True,1.0,2015
76561197977543317,215080,True,2.0,2015
BrutalLegend69,570,True,0.0,2014
76561198007539695,,,,
76561198064026657,,,,
76561198024450886,244160,True,2.0,0
saint556,270880,True,2.0,0
Brayneeah,8190,True,2.0,2015
brettebear,247730,False,0.0,2015
metiqu,233630,True,2.0,2014
Brianseb,303390,False,2.0,0
spike_heart,221100,True,2.0,2014
brocky0405,208812,False,2.0,2014
76561198046094676,218620,False,2.0,2015
Vladimirputinisgreatman,243120,True,2.0,2014
Br0wni3,234140,True,2.0,2015
76561198079351819,204450,True,2.0,2014
76561198093381429,225260,True,2.0,2014
76561198110065267,50300,True,2.0,2013
76561198059167106,201810,True,2.0,2014
76561198105270589,212630,False,0.0,0
Trutle,427820,False,2.0,0
BugsyBro,500,True,2.0,2014
Jyep,,,,
76561198074561346,49520,True,2.0,2014
76561198094074209,,,,
BurningCassette,206420,True,2.0,2015
76561198087011672,,,,
busternut,,,,
76561198075981950,231040,True,2.0,2014
Butteryyy,221100,True,0.0,2014
76561198079326390,376300,False,2.0,0
76561198142749308,351040,True,1.0,2015
897w463824638109276,250600,True,1.0,2014
Butterz,,,,
8789568,437220,True,2.0,0
76561198112547239,,,,
ByzGirl,301520,False,2.0,0
C14M8S,264710,True,2.0,2015
1122305938,,,,
76561198069050565,206420,True,1.0,2015
Cabey64,47790,True,2.0,2014
Cabjoy,,,,
76561198082278758,236110,True,0.0,0
Stormaggen,346110,True,0.0,2015
gusvu,232790,True,2.0,0
Punixa,,,,
76561198051084367,70,True,0.0,2011
76561198044402508,420,True,1.0,2011
76561198081987102,380,True,2.0,2011
76561197996741396,220,True,2.0,2011
calii,1250,True,2.0,2010
76561198084718144,339230,False,0.0,2015
76561198077034833,349700,True,2.0,2015
calypto52,226700,True,2.0,2013
camduman,209160,True,2.0,2013
camquarter,219990,True,2.0,2013
aquelecaraqfazaquilo,,,,
76561198079009374,21100,False,0.0,2013
76561197992910116,8190,True,2.0,2013
jonjon4351,215470,False,0.0,2013
76561198008551473,,,,
ThePyrite99,1250,True,1.0,2014
76561198062276935,,,,
76561198048121243,401650,True,2.0,2015
CAPTAINVRITRAS,35450,True,2.0,2012
ConkerBirdy,,,,
76561198078194423,304930,False,0.0,2014
76561198067657905,290020,True,2.0,2014
76561198070072786,248860,True,0.0,2014
76561197966764681,211820,True,2.0,0
76561198007988939,226700,False,0.0,2014
ca_ra_cal,244850,True,2.0,2015
76561198067721589,298260,True,2.0,2015
76561197996092338,370240,False,0.0,2015
carouserwhite,,,,
76561198045631910,233450,True,1.0,2014
76561198078670623,214420,True,2.0,0
Lord_Casso,365670,True,2.0,0
76561198058789410,,,,
76561198070087725,,,,
fsfs546hd,221260,True,2.0,2013
76561198045283919,369070,False,0.0,0
76561198081438874,91310,False,0.0,0
76561198072411281,,,,
76561198032143135,419070,True,1.0,2015
CrazyGiraffe71,333930,False,0.0,2015
chalkmetal,,,,
kggj,302830,False,2.0,2015
asdasdfsadgdfhfgjggj,24240,True,2.0,2014
elheat,39800,True,1.0,2015
ElementalGodChaos,250600,True,0.0,2014
76561197971917242,105600,True,0.0,2015
melonmaniac,113020,True,2.0,2014
76561198048491595,,,,
76561198074108172,221100,True,2.0,0
charmaps5,238960,True,1.0,2014
mexz1999,310370,True,2.0,2015
IchMasKung,260410,True,1.0,2014
HoxtonPleaseDontSueMe,236390,True,0.0,2014
76561198051215704,221100,False,2.0,2015
76561198058842042,383870,True,2.0,0
76561198074291619,248820,True,2.0,2015
cheetahpocalypse,,,,
Axzothrift,,,,
76561198283109848,204030,True,2.0,2014
Chermoil,,,,
harharharharhar,,,,
chicken_tonight,,,,
chidvd,242760,True,1.0,2015
76561198056960847,207230,True,2.0,2015
76561198052700471,9180,False,0.0,2013
76561198097450390,,,,
76561197981448997,10150,True,1.0,2014
aerpub,,,,
76561198078733772,214950,True,2.0,2015
76561198061273070,,,,
SmeshDoge,292030,True,2.0,0
76561198037342853,261640,True,2.0,0
76561198062869989,,,,
harrisonnorris,271290,False,0.0,2015
76561198142474106,313740,True,2.0,2014
Los_Shmurdos,34330,True,0.0,2012
ciborg2000,,,,
Mikinmash,570,True,2.0,0
76561198060510583,291550,True,2.0,2015
Norf_Norf,259080,True,2.0,2013
76561198041840982,233250,True,2.0,2014
76561198056339034,256350,True,2.0,2014
OfficialSenix,249380,True,2.0,2015
mike14476,,,,
kelby003,337320,True,0.0,0
Clawz3z,391540,True,1.0,2015
76561198079650317,265930,True,1.0,2015
76561198071207551,,,,
76561198061039259,730,True,1.0,2015
76561198074202726,10090,True,2.0,2014
76561198074347537,251570,True,0.0,0
SurfChicken,218680,True,2.0,2014
76561198126142125,,,,
Clouwolf,251060,False,0.0,0
76561198043339975,,,,
69bmw,22370,True,2.0,2015
76561198067414480,307690,True,2.0,2015
76561198078246064,,,,
iamshingo,1250,True,0.0,2015
SirParadiseLost,,,,
Rafantasma,,,,
SupermanSocks17,570,True,1.0,2013
76561198061456632,248610,True,0.0,2015
76561198049614185,208090,True,2.0,2014
76561198046958203,250340,True,2.0,2014
UnseenEvangelist,244850,True,2.0,2014
jichaelcoaching,221640,True,2.0,2015
CompoBlue,104900,True,2.0,2015
MT-101,,,,
76561198172099661,9450,False,2.0,2015
ConjuredMadness,262410,True,2.0,2014
cookieblade,222940,True,2.0,2015
coolslayer666,221040,True,2.0,2014
cheese_is_illuminati,221100,True,1.0,2014
76561198042756236,286570,True,2.0,2015
ndrss,263440,False,1.0,2014
76561198081677554,,,,
Gamercubeeyes,223710,True,1.0,2014
76561198091515229,317360,True,1.0,2014
NotJustAnyOrange,108600,True,2.0,2015
cosmicguy22,,,,
Cosmonaut123456789,208520,True,2.0,2013
76561197971591275,239660,True,2.0,2015
TheCheekyOne,,,,
aProfileInTheMidOfNowhere,,,,
76561198107928649,495890,True,1.0,0
76561198056352983,472680,True,2.0,0
76561198104404617,,,,
76561198071955492,295270,True,2.0,2015
76561198073799272,265930,True,2.0,2015
bruhbruhxd,283920,True,0.0,2015
Crazymac123,,,,
76561198135673978,294650,True,2.0,2015
76561198045148546,432020,False,2.0,0
76561198077244610,,,,
76561198063850360,319630,True,2.0,0
76561198080465715,12120,True,1.0,2015
CrimsonStormFTW,241930,True,2.0,0
cripla66,428690,True,2.0,0
76561198064305132,,,,
76561198067214601,243470,False,0.0,0
76561198017913139,227860,False,2.0,2015
OldLeakyBoat,,,,
SSAANNEESS,208090,True,0.0,2014
fatkris,,,,
cruzercru,228280,True,2.0,2015
getyourmarsbar,240760,True,2.0,2014
76561198107811819,226700,True,2.0,2015
aweoplopo,250900,True,2.0,2015
76561198042921883,35450,True,0.0,2015
kanekicg,9900,True,2.0,0
76561198048024738,212680,True,2.0,2014
76561198084976671,346110,False,0.0,2015
THE_ART_OF_FEEDING,236370,True,2.0,0
Cynex_,381210,True,0.0,0
76561198039197193,265930,False,0.0,0
76561197996190797,218620,True,2.0,0
76561197995146150,205100,True,2.0,2013
76561198082559637,,,,
DKA013,,,,
76561198069345625,,,,
D00MS,346010,True,2.0,2015
76561198059201575,239250,True,2.0,2015
76561198060901683,313120,True,2.0,2015
76561198074763789,211820,True,2.0,2015
DABLUICE,,,,
BlitzGames,12210,True,2.0,2014
DaftyTM,220240,True,0.0,2014
76561197992227006,17300,True,2.0,2014
76561198070775610,206440,True,2.0,2013
76561198012514677,209100,False,2.0,2013
76561198053111161,209000,True,2.0,2013
76561197970691715,218060,True,2.0,2013
misterross,24240,True,1.0,2012
76561198044888778,,,,
mainkradxdxdx,224540,False,0.0,0
76561198101576470,242860,False,0.0,0
Dante69123,47410,True,2.0,0
Dantress,34330,False,0.0,0
76561198079220364,,,,
DareTheSeal,,,,
blackcheeze,113020,True,1.0,2015
6dighero,,,,
DarkDragonForce,9480,True,2.0,2015
76561198044594262,359870,True,2.0,0
76561198136941803,22230,True,0.0,2015
76561198021814659,203770,True,2.0,2013
76561198078913614,,,,
BOBROSSJPEGEXE,,,,
blablabla174,72850,True,2.0,2013
fatppl,8870,True,2.0,2014
76561198050864519,230410,True,1.0,2014
datts,200260,True,2.0,2014
sirkillsalot1337,19900,True,2.0,2013
76561198082545803,241540,True,1.0,2013
76561198115099755,220,True,1.0,2013
76561198046045640,227940,False,0.0,2014
76561198195091390,236390,False,2.0,2014
damayo,17390,True,2.0,2014
76561198084697858,359320,True,1.0,2015
76561198008827809,317360,True,2.0,2015
76561198039605834,253030,True,2.0,2015
Yugm,295110,True,2.0,2015
dblddr,,,,
deathbreath220,274310,True,2.0,2014
76561198084112448,,,,
76561198097730477,252470,True,0.0,0
DeepCrysis,,,,
shay181,344770,True,2.0,2015
degen97,22380,True,0.0,2014
76561197994831363,,,,
deltalink21,9900,True,2.0,2015
Qzt,107410,False,1.0,2014
76561198052661205,221640,True,2.0,2014
NZObiwan,202170,True,2.0,2015
76561198071716213,49520,True,0.0,2014
76561198065988138,245490,True,2.0,2014
Denied72,,,,
76561198034337192,113020,False,1.0,2014
76561198056953510,319510,False,0.0,2015
76561198047363411,20,False,0.0,2014
76561198068479124,209080,False,2.0,2014
GetMLGRekt,223470,False,2.0,2014
BoyangBao,,,,
meeman,269250,True,2.0,2015
fuzzygrilz,313740,False,0.0,2014
Derkness,8190,True,0.0,2014
76561198086282677,,,,
DerpyAura,,,,
76561198021745490,,,,
beepbeepimasheep,212500,True,1.0,2015
76561198032293266,570,False,2.0,2015
76561198057406795,104900,True,1.0,2015
76561198074942714,12160,True,2.0,0
76561198091717988,219990,True,2.0,2015
76561198126500843,293260,True,2.0,2015
destruktikus,219640,True,2.0,0
Des_Mondo,214420,False,2.0,2015
76561198066881691,105600,True,1.0,2015
76561198042146054,,,,
76561198093191096,,,,
Device600,218130,True,2.0,2013
Devmabby,252490,False,2.0,2014
76561197980614542,270210,True,2.0,0
76561197971532272,386070,True,2.0,0
wenndiesoldaten,8930,True,2.0,0
TacticalLynx,330830,True,2.0,0
djman56,218230,True,2.0,2014
76561198114039731,104900,True,2.0,2014
digfernandes,,,,
dijakeplays,240,True,2.0,2011
ohplsguuby,8980,True,2.0,2012
76561198071578365,31270,True,2.0,2012
NathanielPeace,113200,True,2.0,2012
76561198054421576,8190,True,2.0,2012
76561198072486822,43000,True,2.0,2012
76561198099102298,18700,False,0.0,2014
76561198077992470,98800,True,0.0,2011
76561198059166102,107100,True,2.0,2011
76561198038374904,630,True,2.0,2010
ShrikeShrikeShrikeShrikeShrike,57300,True,0.0,2010
efefuyg3g4u5u22u4yv,213670,True,0.0,2014
76561198058711482,,,,
dimitriirfan,226620,True,1.0,2013
Dobble,391540,True,2.0,0
76561198023903233,,,,
KingOfOpportunity,,,,
doctorpotatoes,,,,
76561198103858676,209870,True,2.0,2015
76561198083029873,265630,True,1.0,2014
1920410,401920,True,2.0,2015
76561198049760472,33230,True,2.0,0
6294421419,239200,True,2.0,0
76561198081443272,440,True,0.0,2015
regentorange,346900,True,2.0,2015
76561198120646995,363970,True,2.0,0
76561197990557433,65790,True,2.0,0
diglekango,72850,True,2.0,0
76561198055370293,57300,True,2.0,0
duzim,,,,
76561197995098683,630,True,2.0,2015
DropBear99,70,True,2.0,2014
banjoabbyshelly,8500,False,0.0,2014
swscorpian,,,,
thecosplayermotherfucker,,,,
durolan2535,99900,True,2.0,2015
whatcanisayimjusttoogood,250900,True,0.0,2015
123repulseMe,,,,
76561197969800840,380600,True,2.0,2015
Cab117,22380,True,2.0,2015
DrVendax,252490,True,0.0,2014
76561198090773476,2450,False,1.0,2014
Dragoten,241540,True,2.0,2014
thedragon347,220200,True,2.0,0
76561198015157743,47780,True,2.0,0
76561198073725626,377160,True,1.0,0
76561198084378649,,,,
76561198172455607,,,,
DrMolo,230190,True,1.0,2015
